Alimentador,LLL,LLT,LL,LT,Enlace a maps
COV05,,,,1460,"https://maps.google.com/?q=-25.4207789741,-56.4354298354"
COV05,,,,1433,"https://maps.google.com/?q=-25.4198329653,-56.434648969"
COV05,,,,1419,"https://maps.google.com/?q=-25.4194650001,-56.435205"
COV05,,,,1386,"https://maps.google.com/?q=-25.4181253887,-56.4332328086"
COV05,2385,2342,2066,1558,"https://maps.google.com/?q=-25.4222649522,-56.4308990047"
COV05,2343,2304,2029,1537,"https://maps.google.com/?q=-25.4214992574,-56.430513765"
COV05,2192,2166,1898,1458,"https://maps.google.com/?q=-25.4186723543,-56.4288309997"
COV05,1920,1914,1663,1311,"https://maps.google.com/?q=-25.4147392887,-56.4303210701"
COV05,1917,1911,1660,1310,"https://maps.google.com/?q=-25.4146883784,-56.4302712419"
COV05,1915,1909,1658,1309,"https://maps.google.com/?q=-25.414742877,-56.430210294"
COV05,1860,1858,1611,1278,"https://maps.google.com/?q=-25.4133866668,-56.429055"
COV05,1859,1857,1610,1277,"https://maps.google.com/?q=-25.4133570926,-56.4290948913"
COV05,,,,1422,"https://maps.google.com/?q=-25.4172047984,-56.4280908698"
COV05,,,,1289,"https://maps.google.com/?q=-25.411985982,-56.4278586737"
COV05,,,,1255,"https://maps.google.com/?q=-25.410491458,-56.4265560406"
COV05,,,,1233,"https://maps.google.com/?q=-25.409513685,-56.4257021142"
COV05,,,,1221,"https://maps.google.com/?q=-25.4092333334,-56.4263883333"
COV05,,,,1179,"https://maps.google.com/?q=-25.4080783342,-56.4289599997"
COV05,,,,1213,"https://maps.google.com/?q=-25.4085797946,-56.4248930926"
COV05,,,,1189,"https://maps.google.com/?q=-25.4079426166,-56.4264017997"
COV05,,,,1153,"https://maps.google.com/?q=-25.406954522,-56.4286852322"
COV05,,,,1113,"https://maps.google.com/?q=-25.4057700012,-56.4314399999"
COV05,,,,1103,"https://maps.google.com/?q=-25.4053783334,-56.431825"
COV05,,,,1184,"https://maps.google.com/?q=-25.4071774384,-56.4236597467"
COV05,2383,2340,2064,1557,"https://maps.google.com/?q=-25.4222380353,-56.4309439512"
COV05,4079,3794,3533,2333,"https://maps.google.com/?q=-25.4398615144,-56.4399072208"
COV05,4028,3750,3489,2306,"https://maps.google.com/?q=-25.4394439764,-56.4404415761"
COV05,3979,3708,3446,2280,"https://maps.google.com/?q=-25.439026748,-56.4409750741"
COV05,3923,3660,3398,2251,"https://maps.google.com/?q=-25.4385506451,-56.4415849347"
COV05,3820,3576,3309,2207,"https://maps.google.com/?q=-25.4392633334,-56.44225"
COV05,3869,3616,3351,2228,"https://maps.google.com/?q=-25.4381742889,-56.4412461493"
COV05,3851,3601,3335,2221,"https://maps.google.com/?q=-25.4380766668,-56.4413933333"
COV05,3833,3582,3320,2204,"https://maps.google.com/?q=-25.4377537134,-56.4426048555"
COV05,3774,3533,3268,2179,"https://maps.google.com/?q=-25.4373900918,-56.4430638828"
COV05,3734,3500,3234,2162,"https://maps.google.com/?q=-25.4371409862,-56.4433834104"
COV05,3625,3411,3140,2115,"https://maps.google.com/?q=-25.4363263859,-56.4426417175"
COV05,3550,3348,3074,2083,"https://maps.google.com/?q=-25.4368298204,-56.4420160384"
COV05,3544,3343,3069,2080,"https://maps.google.com/?q=-25.4367841598,-56.4419708531"
COV05,3579,3372,3099,2095,"https://maps.google.com/?q=-25.435965218,-56.4423128787"
COV05,3424,3243,2965,2028,"https://maps.google.com/?q=-25.4347221844,-56.4411800848"
COV05,3401,3224,2946,2018,"https://maps.google.com/?q=-25.4348515573,-56.4409542707"
COV05,3386,3211,2932,2011,"https://maps.google.com/?q=-25.434726638,-56.4408275345"
COV05,3375,3202,2923,2007,"https://maps.google.com/?q=-25.4350044564,-56.4406873915"
COV05,3402,3224,2946,2018,"https://maps.google.com/?q=-25.434590699,-56.4413998526"
COV05,3347,3177,2898,1994,"https://maps.google.com/?q=-25.4340492876,-56.4411033631"
COV05,3223,3072,2791,1939,"https://maps.google.com/?q=-25.4346733334,-56.4397"
COV05,3277,3118,2838,1963,"https://maps.google.com/?q=-25.4333458194,-56.4407181318"
COV05,3205,3057,2775,1931,"https://maps.google.com/?q=-25.4325850043,-56.4403160101"
COV05,3177,3033,2752,1919,"https://maps.google.com/?q=-25.432610572,-56.4406756442"
COV05,3052,2925,2643,1863,"https://maps.google.com/?q=-25.4319383336,-56.4422233333"
COV05,3173,3030,2748,1917,"https://maps.google.com/?q=-25.4322559523,-56.4401169234"
COV05,3297,3135,2855,1972,"https://maps.google.com/?q=-25.434091244,-56.4425638862"
COV05,3290,3129,2849,1969,"https://maps.google.com/?q=-25.4340270665,-56.4425245598"
COV05,3264,3108,2827,1958,"https://maps.google.com/?q=-25.433925513,-56.4429262449"
COV05,3056,2929,2646,1864,"https://maps.google.com/?q=-25.432786162,-56.4454172698"
COV05,2895,2790,2507,1791,"https://maps.google.com/?q=-25.4311246949,-56.4452781958"
COV05,2795,2702,2420,1744,"https://maps.google.com/?q=-25.430362374,-56.4462525233"
COV05,3011,2890,2608,1844,"https://maps.google.com/?q=-25.4325257406,-56.4459866234"
COV05,3644,3426,3156,2123,"https://maps.google.com/?q=-25.4366009665,-56.444135005"
COV05,3833,3581,3319,2204,"https://maps.google.com/?q=-25.4377605894,-56.442611056"
COV05,3745,3504,3243,2158,"https://maps.google.com/?q=-25.4387210972,-56.4434772083"
COV05,3735,3497,3235,2154,"https://maps.google.com/?q=-25.4386607188,-56.4435544202"
COV05,3644,3421,3155,2115,"https://maps.google.com/?q=-25.4380760022,-56.4443021498"
COV05,3641,3419,3153,2114,"https://maps.google.com/?q=-25.4380961493,-56.444320807"
COV05,3608,3392,3125,2100,"https://maps.google.com/?q=-25.4383423905,-56.4445563846"
COV05,3500,3302,3031,2053,"https://maps.google.com/?q=-25.438586667,-56.4453933334"
COV05,3603,3388,3120,2097,"https://maps.google.com/?q=-25.4383066912,-56.4445995083"
COV05,3556,3349,3079,2077,"https://maps.google.com/?q=-25.4374982515,-56.4450422733"
COV05,3433,3247,2973,2024,"https://maps.google.com/?q=-25.4366470352,-56.4461044507"
COV05,3400,3218,2944,2010,"https://maps.google.com/?q=-25.43640717,-56.4464046558"
COV05,3254,3095,2818,1946,"https://maps.google.com/?q=-25.4382075807,-56.4474973226"
COV05,3229,3074,2796,1935,"https://maps.google.com/?q=-25.4384371672,-56.4477056594"
COV05,3187,3038,2760,1916,"https://maps.google.com/?q=-25.4381133334,-56.4481216667"
COV05,3188,3039,2761,1916,"https://maps.google.com/?q=-25.4388024187,-56.4480616488"
COV05,3725,3487,3226,2147,"https://maps.google.com/?q=-25.4389453397,-56.443686272"
COV05,3594,3373,3113,2079,"https://maps.google.com/?q=-25.4404401358,-56.4450772851"
COV05,3525,3315,3052,2050,"https://maps.google.com/?q=-25.4408941608,-56.4444604258"
COV05,3463,3264,2999,2023,"https://maps.google.com/?q=-25.4413397089,-56.4442505143"
COV05,3537,3322,3063,2049,"https://maps.google.com/?q=-25.441130645,-56.4457205504"
COV05,3536,3322,3062,2049,"https://maps.google.com/?q=-25.4411372864,-56.4457266426"
COV06,9084,12880,7867,12566,"https://maps.google.com/?q=-25.4729302481,-56.4482030913"
COV06,8639,9923,7482,10242,"https://maps.google.com/?q=-25.4712578456,-56.4493535023"
COV06,8637,9916,7480,10236,"https://maps.google.com/?q=-25.4712575435,-56.4493642971"
COV06,8569,9648,7421,9952,"https://maps.google.com/?q=-25.4708257981,-56.4493402302"
COV06,8526,9493,7384,9783,"https://maps.google.com/?q=-25.4705556494,-56.4493320666"
COV06,8496,9391,7358,9668,"https://maps.google.com/?q=-25.4703666668,-56.4493333333"
COV06,8473,9335,7338,9604,"https://maps.google.com/?q=-25.4702666668,-56.4493683333"
COV06,8305,8801,7192,8963,"https://maps.google.com/?q=-25.4691388692,-56.4496819757"
COV06,7907,8061,6848,8039,"https://maps.google.com/?q=-25.4672581079,-56.4502530398"
COV06,7827,7942,6778,7893,"https://maps.google.com/?q=-25.4672591894,-56.4499482984"
COV06,7789,7861,6745,7784,"https://maps.google.com/?q=-25.466785622,-56.4506653663"
COV06,7679,7684,6650,7558,"https://maps.google.com/?q=-25.4664565797,-56.4511848878"
COV06,7467,7359,6467,7141,"https://maps.google.com/?q=-25.4664352883,-56.4524640818"
COV06,7425,7296,6430,7060,"https://maps.google.com/?q=-25.4664273193,-56.4527304722"
COV06,7374,7222,6386,6965,"https://maps.google.com/?q=-25.4667178013,-56.4527194306"
COV06,7388,7242,6398,6991,"https://maps.google.com/?q=-25.4664215214,-56.4529623488"
COV06,7275,7079,6300,6783,"https://maps.google.com/?q=-25.4664061328,-56.4536906067"
COV06,7245,7038,6274,6730,"https://maps.google.com/?q=-25.4664177898,-56.4538826489"
COV06,7149,6905,6192,6561,"https://maps.google.com/?q=-25.4664124115,-56.4545163885"
COV06,7100,6837,6149,6474,"https://maps.google.com/?q=-25.4664003655,-56.4548520771"
COV06,6922,6621,5994,6175,"https://maps.google.com/?q=-25.4663558805,-56.4560871611"
COV06,6760,6442,5855,5916,"https://maps.google.com/?q=-25.4663127457,-56.4572581587"
COV06,,,,5404,"https://maps.google.com/?q=-25.4674967678,-56.4580378798"
COV06,,,,5261,"https://maps.google.com/?q=-25.4672928233,-56.4583971899"
COV06,,,,5213,"https://maps.google.com/?q=-25.4673174556,-56.4585355341"
COV06,6363,6021,5510,5321,"https://maps.google.com/?q=-25.4663118444,-56.4603670611"
COV06,6316,5973,5470,5255,"https://maps.google.com/?q=-25.4663085643,-56.4607560441"
COV06,6149,5803,5325,5025,"https://maps.google.com/?q=-25.466295929,-56.4621880982"
COV06,5966,5619,5167,4782,"https://maps.google.com/?q=-25.4663058641,-56.4638472672"
COV06,5829,5484,5048,4608,"https://maps.google.com/?q=-25.4664915072,-56.4651311097"
COV06,5748,5417,4978,4530,"https://maps.google.com/?q=-25.4666733368,-56.4647264599"
COV06,5742,5398,4972,4499,"https://maps.google.com/?q=-25.4666271179,-56.465980458"
COV06,5708,5364,4943,4457,"https://maps.google.com/?q=-25.4666824945,-56.4663174201"
COV06,5634,5304,4879,4389,"https://maps.google.com/?q=-25.466305514,-56.4663959271"
COV06,5588,5247,4839,4312,"https://maps.google.com/?q=-25.4668868016,-56.4675309129"
COV06,5640,5314,4884,4404,"https://maps.google.com/?q=-25.466139088,-56.4659125702"
COV06,5288,5020,4579,4090,"https://maps.google.com/?q=-25.4644408848,-56.4650860383"
COV06,5115,4874,4430,3943,"https://maps.google.com/?q=-25.464897554,-56.4643518326"
COV06,4959,4741,4294,3814,"https://maps.google.com/?q=-25.46277158,-56.4642774217"
COV06,4863,4660,4212,3735,"https://maps.google.com/?q=-25.462988848,-56.4637175942"
COV06,5874,5543,5087,4692,"https://maps.google.com/?q=-25.4667116649,-56.4640591066"
COV06,5462,5196,4730,4306,"https://maps.google.com/?q=-25.4684767894,-56.4651937149"
COV06,,,,3980,"https://maps.google.com/?q=-25.4701452478,-56.4662961242"
COV06,,,,3749,"https://maps.google.com/?q=-25.47149593,-56.4671204042"
COV06,,,,3646,"https://maps.google.com/?q=-25.4721337733,-56.4675209201"
COV06,,,,3367,"https://maps.google.com/?q=-25.4734529197,-56.466332004"
COV06,,,,3552,"https://maps.google.com/?q=-25.4727402156,-56.4679269382"
COV06,,,,3228,"https://maps.google.com/?q=-25.4751520259,-56.4692473541"
COV06,,,,3084,"https://maps.google.com/?q=-25.476421221,-56.4697616188"
COV06,,,,3053,"https://maps.google.com/?q=-25.4767106234,-56.4698788832"
COV06,,,,2508,"https://maps.google.com/?q=-25.4778798699,-56.4643573086"
COV06,,,,3018,"https://maps.google.com/?q=-25.4770465793,-56.4699643749"
COV06,,,,2952,"https://maps.google.com/?q=-25.4777346543,-56.4700413446"
COV06,,,,2947,"https://maps.google.com/?q=-25.4777316993,-56.4700956041"
COV06,,,,2701,"https://maps.google.com/?q=-25.4806080174,-56.4703619785"
COV06,6105,5766,5287,4979,"https://maps.google.com/?q=-25.4665012485,-56.4621879333"
COV06,,,,4628,"https://maps.google.com/?q=-25.467775514,-56.4620659271"
COV06,6292,5952,5449,5229,"https://maps.google.com/?q=-25.4664055322,-56.4608090925"
COV06,6007,5707,5202,4928,"https://maps.google.com/?q=-25.4676018674,-56.4613299897"
COV06,5928,5640,5134,4849,"https://maps.google.com/?q=-25.4678350753,-56.4616283492"
COV06,4989,4822,4320,3978,"https://maps.google.com/?q=-25.4720385173,-56.4633619075"
COV06,6206,5878,5375,5136,"https://maps.google.com/?q=-25.4664316668,-56.4603833333"
COV06,6152,5832,5327,5078,"https://maps.google.com/?q=-25.4666688473,-56.4604525938"
COV06,6179,5855,5352,5107,"https://maps.google.com/?q=-25.4663127609,-56.4603671721"
COV06,7016,6742,6076,6360,"https://maps.google.com/?q=-25.4661115229,-56.4546958317"
COV06,6780,6515,5872,6051,"https://maps.google.com/?q=-25.4660690327,-56.4556892647"
COV06,6807,6540,5895,6085,"https://maps.google.com/?q=-25.4655321807,-56.4544642604"
COV06,7095,6835,6144,6484,"https://maps.google.com/?q=-25.4666083581,-56.4544375628"
COV06,7160,6926,6201,6607,"https://maps.google.com/?q=-25.4660965462,-56.4538897417"
COV06,7107,6858,6155,6533,"https://maps.google.com/?q=-25.4658983894,-56.453879588"
COV06,7307,7134,6328,6869,"https://maps.google.com/?q=-25.4661271806,-56.4529092604"
COV06,7467,7359,6467,7141,"https://maps.google.com/?q=-25.4664352529,-56.4524640832"
COV06,7430,7303,6434,7069,"https://maps.google.com/?q=-25.4662217669,-56.452472764"
COV06,7364,7214,6377,6968,"https://maps.google.com/?q=-25.466152484,-56.4526821418"
COV06,6907,6604,5981,6151,"https://maps.google.com/?q=-25.4641973438,-56.4508771516"
COV06,6772,6455,5865,5934,"https://maps.google.com/?q=-25.4647769689,-56.4501435397"
COV06,6724,6403,5823,5860,"https://maps.google.com/?q=-25.4649360472,-56.4498365149"
COV06,6639,6311,5750,5729,"https://maps.google.com/?q=-25.4643906713,-56.4496049772"
COV06,6614,6284,5727,5690,"https://maps.google.com/?q=-25.4643838473,-56.4494075937"
COV06,6497,6160,5626,5515,"https://maps.google.com/?q=-25.4634471663,-56.4492044203"
COV06,6485,6151,5617,5502,"https://maps.google.com/?q=-25.463430514,-56.4492542604"
COV06,6451,6113,5587,5448,"https://maps.google.com/?q=-25.463137948,-56.4490731442"
COV06,6409,6069,5550,5387,"https://maps.google.com/?q=-25.4628473073,-56.4489497588"
COV06,6330,6000,5482,5299,"https://maps.google.com/?q=-25.4630504941,-56.4486388404"
COV06,6238,5921,5402,5199,"https://maps.google.com/?q=-25.4632874539,-56.4482769506"
COV06,6287,5963,5444,5251,"https://maps.google.com/?q=-25.463215514,-56.4487459271"
COV06,6263,5919,5424,5181,"https://maps.google.com/?q=-25.4618260088,-56.4484974194"
COV06,6119,5772,5299,4984,"https://maps.google.com/?q=-25.4607659334,-56.4480385122"
COV06,6056,5709,5245,4901,"https://maps.google.com/?q=-25.4610561729,-56.4475794833"
COV06,6069,5722,5256,4918,"https://maps.google.com/?q=-25.4606249064,-56.4484571289"
COV06,6026,5686,5219,4874,"https://maps.google.com/?q=-25.4605559747,-56.4486697165"
COV06,5879,5562,5091,4726,"https://maps.google.com/?q=-25.4602349749,-56.4493176454"
COV06,5771,5471,4998,4622,"https://maps.google.com/?q=-25.4598527666,-56.4489310832"
COV06,5478,5222,4744,4348,"https://maps.google.com/?q=-25.4591015467,-56.4497903597"
COV06,5305,5074,4594,4193,"https://maps.google.com/?q=-25.4586987883,-56.4506426808"
COV06,5259,5034,4554,4152,"https://maps.google.com/?q=-25.458545166,-56.4508462803"
COV06,5184,4970,4490,4087,"https://maps.google.com/?q=-25.4582970188,-56.451175154"
COV06,4891,4715,4236,3837,"https://maps.google.com/?q=-25.4572813548,-56.4525212064"
COV06,4762,4602,4124,3729,"https://maps.google.com/?q=-25.4578438474,-56.4530475937"
COV06,4691,4540,4063,3671,"https://maps.google.com/?q=-25.4565445783,-56.4534976264"
COV06,4608,4466,3991,3602,"https://maps.google.com/?q=-25.4561623966,-56.4531434718"
COV06,4391,4273,3803,3427,"https://maps.google.com/?q=-25.4551190413,-56.4521766455"
COV06,4339,4227,3757,3385,"https://maps.google.com/?q=-25.4548569979,-56.4519338263"
COV06,4147,4055,3591,3232,"https://maps.google.com/?q=-25.4542595222,-56.453210366"
COV06,4134,4044,3580,3223,"https://maps.google.com/?q=-25.4542260208,-56.4533009211"
COV06,4105,4017,3555,3199,"https://maps.google.com/?q=-25.45405603,-56.4529707573"
COV06,4277,4171,3704,3335,"https://maps.google.com/?q=-25.4545410062,-56.4516410183"
COV06,4261,4157,3690,3323,"https://maps.google.com/?q=-25.4546288474,-56.451575927"
COV06,4252,4149,3682,3316,"https://maps.google.com/?q=-25.4544120253,-56.4515215012"
COV06,4039,3957,3498,3147,"https://maps.google.com/?q=-25.4532552264,-56.4504495953"
COV06,4010,3931,3473,3125,"https://maps.google.com/?q=-25.4530943598,-56.4502971613"
COV06,3982,3906,3448,3103,"https://maps.google.com/?q=-25.45293312,-56.4501467725"
COV06,3965,3891,3434,3090,"https://maps.google.com/?q=-25.4528376947,-56.4500565517"
COV06,3938,3866,3411,3069,"https://maps.google.com/?q=-25.4526990513,-56.4502250096"
COV06,4000,3922,3464,3117,"https://maps.google.com/?q=-25.4530271832,-56.4503425942"
COV06,3619,3574,3134,2821,"https://maps.google.com/?q=-25.4512111398,-56.4534208684"
COV06,,,,2725,"https://maps.google.com/?q=-25.4520653412,-56.4542501259"
COV06,,,,2705,"https://maps.google.com/?q=-25.4520990357,-56.4539903019"
COV06,,,,2709,"https://maps.google.com/?q=-25.4522138487,-56.4543942611"
COV06,,,,2622,"https://maps.google.com/?q=-25.4530605154,-56.455170928"
COV06,3553,3514,3077,2770,"https://maps.google.com/?q=-25.4508679718,-56.4539506016"
COV06,3411,3383,2954,2662,"https://maps.google.com/?q=-25.4501242858,-56.4551751845"
COV06,4291,4185,3716,3347,"https://maps.google.com/?q=-25.4550414092,-56.4516533083"
COV06,4267,4161,3695,3324,"https://maps.google.com/?q=-25.4552487399,-56.4518255321"
COV06,4619,4476,4000,3611,"https://maps.google.com/?q=-25.4562720549,-56.4538704042"
COV06,4481,4354,3881,3499,"https://maps.google.com/?q=-25.4557396942,-56.4545985977"
COV06,4319,4210,3741,3369,"https://maps.google.com/?q=-25.455081371,-56.4554990743"
COV06,,,,3325,"https://maps.google.com/?q=-25.4548492328,-56.455820184"
COV06,,,,3291,"https://maps.google.com/?q=-25.454668386,-56.4560707302"
COV06,,,,3274,"https://maps.google.com/?q=-25.4547721814,-56.4561925937"
COV06,,,,3245,"https://maps.google.com/?q=-25.4544088308,-56.4564191653"
COV06,4143,4051,3588,3229,"https://maps.google.com/?q=-25.4560533334,-56.4562933333"
COV06,,,,3125,"https://maps.google.com/?q=-25.4568395286,-56.4569046036"
COV06,,,,3053,"https://maps.google.com/?q=-25.4564085764,-56.4575138775"
COV06,4905,4727,4248,3848,"https://maps.google.com/?q=-25.4603370746,-56.4521635973"
COV06,4805,4640,4161,3765,"https://maps.google.com/?q=-25.4599876649,-56.4526526058"
COV06,4568,4417,3956,3535,"https://maps.google.com/?q=-25.4586355146,-56.454490927"
COV06,4403,4271,3813,3403,"https://maps.google.com/?q=-25.4585421807,-56.4553259272"
COV06,4797,4633,4155,3758,"https://maps.google.com/?q=-25.4608027252,-56.4525965935"
COV06,4750,4591,4113,3719,"https://maps.google.com/?q=-25.4606297215,-56.4528328715"
COV06,4438,4316,3844,3465,"https://maps.google.com/?q=-25.4624587302,-56.4541480363"
COV06,4372,4256,3786,3411,"https://maps.google.com/?q=-25.4627874928,-56.4544560473"
COV06,4253,4150,3683,3316,"https://maps.google.com/?q=-25.4632984951,-56.4537856903"
COV06,4148,4056,3593,3234,"https://maps.google.com/?q=-25.4627500416,-56.4532660652"
COV06,4145,4053,3590,3231,"https://maps.google.com/?q=-25.4627671806,-56.4532459271"
COV06,4042,3961,3501,3150,"https://maps.google.com/?q=-25.4629151524,-56.4526389893"
COV06,4036,3955,3495,3145,"https://maps.google.com/?q=-25.4629483264,-56.4526780957"
COV06,4097,4010,3548,3193,"https://maps.google.com/?q=-25.4640006442,-56.4528645618"
COV06,4057,3974,3514,3162,"https://maps.google.com/?q=-25.4638039594,-56.4526329401"
COV06,4032,3951,3492,3142,"https://maps.google.com/?q=-25.4636783334,-56.452485"
COV06,4026,3945,3486,3137,"https://maps.google.com/?q=-25.4637073098,-56.4524400377"
COV06,4007,3928,3470,3122,"https://maps.google.com/?q=-25.464425763,-56.4523068167"
COV06,4212,4113,3647,3284,"https://maps.google.com/?q=-25.4636078052,-56.455224591"
COV06,3819,3758,3308,2976,"https://maps.google.com/?q=-25.4658380501,-56.4573139705"
COV06,4122,4033,3570,3213,"https://maps.google.com/?q=-25.4632051351,-56.4557556608"
COV06,3975,3900,3443,3098,"https://maps.google.com/?q=-25.462525514,-56.4566792604"
COV06,3781,3723,3275,2946,"https://maps.google.com/?q=-25.4615347175,-56.4579649578"
COV06,3658,3610,3168,2851,"https://maps.google.com/?q=-25.4608581682,-56.4588362316"
COV06,3637,3591,3150,2835,"https://maps.google.com/?q=-25.4607396852,-56.4589835567"
COV06,3432,3402,2972,2678,"https://maps.google.com/?q=-25.4611264058,-56.4604553642"
COV06,3302,3281,2860,2578,"https://maps.google.com/?q=-25.461330197,-56.4613693774"
COV06,3411,3383,2954,2662,"https://maps.google.com/?q=-25.461230514,-56.4606459271"
COV06,3522,3486,3050,2747,"https://maps.google.com/?q=-25.4600839384,-56.4598635844"
COV06,3249,3232,2814,2538,"https://maps.google.com/?q=-25.4580122906,-56.4579393752"
COV06,3395,3368,2940,2649,"https://maps.google.com/?q=-25.4592680644,-56.4608410951"
COV06,3255,3238,2819,2542,"https://maps.google.com/?q=-25.4604055147,-56.4617892605"
COV06,3255,3237,2818,2542,"https://maps.google.com/?q=-25.4584083641,-56.4620745287"
COV06,3120,3111,2702,2439,"https://maps.google.com/?q=-25.4593959196,-56.4629389236"
COV06,,,,2432,"https://maps.google.com/?q=-25.4594438478,-56.4628359273"
COV06,3063,3058,2652,2396,"https://maps.google.com/?q=-25.4599526293,-56.4633344675"
COV06,,,,2365,"https://maps.google.com/?q=-25.4603566668,-56.463625"
COV06,3215,3201,2785,2512,"https://maps.google.com/?q=-25.4580505804,-56.4618319652"
COV06,3158,3147,2735,2469,"https://maps.google.com/?q=-25.457522741,-56.4614603795"
COV06,2939,2941,2545,2302,"https://maps.google.com/?q=-25.4560637028,-56.4638563016"
COV06,,,,2278,"https://maps.google.com/?q=-25.4563948353,-56.4640997414"
COV06,,,,2219,"https://maps.google.com/?q=-25.4563802308,-56.4649234974"
COV06,,,,2210,"https://maps.google.com/?q=-25.456250514,-56.4648175939"
COV06,,,,2186,"https://maps.google.com/?q=-25.4560252613,-56.465445182"
COV06,,,,2138,"https://maps.google.com/?q=-25.4552489403,-56.4649084741"
COV06,,,,2076,"https://maps.google.com/?q=-25.455204859,-56.4666489672"
COV06,2922,2925,2530,2289,"https://maps.google.com/?q=-25.4558839349,-56.4637134302"
COV06,2864,2870,2480,2245,"https://maps.google.com/?q=-25.4552719307,-56.4632264473"
COV06,3123,3114,2704,2442,"https://maps.google.com/?q=-25.4571837105,-56.4612217126"
COV06,3016,3014,2612,2361,"https://maps.google.com/?q=-25.4561232512,-56.4604832551"
COV06,,,,2339,"https://maps.google.com/?q=-25.4558230814,-56.4602765484"
COV06,,,,2273,"https://maps.google.com/?q=-25.4549234945,-56.4596033451"
COV06,,,,2257,"https://maps.google.com/?q=-25.4550738475,-56.4593309272"
COV06,,,,2193,"https://maps.google.com/?q=-25.4543999847,-56.4625639108"
COV06,3625,3581,3140,2826,"https://maps.google.com/?q=-25.4604924156,-56.4570675231"
COV06,5362,5123,4643,4244,"https://maps.google.com/?q=-25.458636962,-56.4494029102"
COV06,5275,5048,4569,4167,"https://maps.google.com/?q=-25.4582900001,-56.4491"
COV06,5017,4825,4345,3944,"https://maps.google.com/?q=-25.4572976641,-56.4489034106"
COV06,4995,4805,4325,3924,"https://maps.google.com/?q=-25.4573771806,-56.4490092604"
COV06,4706,4552,4075,3682,"https://maps.google.com/?q=-25.4561606525,-56.4503917684"
COV06,5342,5105,4626,4226,"https://maps.google.com/?q=-25.4585771821,-56.4494942604"
COV06,5748,5452,4978,4600,"https://maps.google.com/?q=-25.4607091617,-56.4497724432"
COV06,5568,5299,4822,4431,"https://maps.google.com/?q=-25.4603041548,-56.450630716"
COV06,5597,5324,4847,4458,"https://maps.google.com/?q=-25.4612690423,-56.450298022"
COV06,5233,5012,4532,4130,"https://maps.google.com/?q=-25.4624638002,-56.4516227094"
COV06,5989,5642,5186,4812,"https://maps.google.com/?q=-25.4597704026,-56.4476017407"
COV06,5882,5553,5094,4706,"https://maps.google.com/?q=-25.4598924319,-56.447936957"
COV06,5948,5601,5151,4759,"https://maps.google.com/?q=-25.4594496637,-56.4474555895"
COV06,5942,5595,5146,4751,"https://maps.google.com/?q=-25.4594060953,-56.4474383197"
COV06,5927,5583,5133,4736,"https://maps.google.com/?q=-25.4593746791,-56.4475144434"
COV06,5891,5545,5102,4686,"https://maps.google.com/?q=-25.4589994216,-56.4472527599"
COV06,5869,5523,5083,4659,"https://maps.google.com/?q=-25.4588285254,-56.4471747826"
COV06,5770,5426,4997,4534,"https://maps.google.com/?q=-25.458016325,-56.4468041914"
COV06,5751,5407,4980,4510,"https://maps.google.com/?q=-25.4578553332,-56.4467320787"
COV06,5735,5393,4966,4495,"https://maps.google.com/?q=-25.457916428,-56.4467947701"
COV06,5715,5371,4949,4466,"https://maps.google.com/?q=-25.4575516078,-56.4465980377"
COV06,5657,5324,4899,4412,"https://maps.google.com/?q=-25.4573854107,-56.4468739195"
COV06,5588,5267,4840,4349,"https://maps.google.com/?q=-25.4571550001,-56.44718"
COV06,5555,5240,4811,4319,"https://maps.google.com/?q=-25.4570366668,-56.44704"
COV06,5595,5255,4846,4321,"https://maps.google.com/?q=-25.4565161012,-56.4461410501"
COV06,5529,5195,4788,4252,"https://maps.google.com/?q=-25.4562321561,-56.4465883563"
COV06,5506,5174,4768,4228,"https://maps.google.com/?q=-25.4561221161,-56.4466908632"
COV06,5569,5229,4823,4290,"https://maps.google.com/?q=-25.4562814879,-56.4460375122"
COV06,5494,5156,4758,4201,"https://maps.google.com/?q=-25.4556017411,-56.4457374114"
COV06,5361,5028,4643,4048,"https://maps.google.com/?q=-25.4543592794,-56.4452012421"
COV06,5337,5005,4622,4020,"https://maps.google.com/?q=-25.4541291829,-56.4450831869"
COV06,5348,5016,4631,4035,"https://maps.google.com/?q=-25.4544270855,-56.4451102769"
COV06,5309,4982,4598,3997,"https://maps.google.com/?q=-25.4542622999,-56.44494199"
COV06,5313,4985,4601,4001,"https://maps.google.com/?q=-25.4546035915,-56.4448734358"
COV06,5279,4955,4572,3968,"https://maps.google.com/?q=-25.4547769638,-56.4446408947"
COV06,5338,5006,4623,4022,"https://maps.google.com/?q=-25.4542063488,-56.4454083962"
COV06,5323,4990,4610,3999,"https://maps.google.com/?q=-25.4540586105,-56.445230825"
COV06,5320,4988,4607,3995,"https://maps.google.com/?q=-25.4540333728,-56.4452626802"
COV06,5307,4976,4596,3987,"https://maps.google.com/?q=-25.454004258,-56.4456821393"
COV06,5275,4945,4568,3951,"https://maps.google.com/?q=-25.4537905231,-56.4459716533"
COV06,5244,4916,4542,3917,"https://maps.google.com/?q=-25.4535818637,-56.4462542905"
COV06,4988,4707,4320,3708,"https://maps.google.com/?q=-25.4547605158,-56.4473492576"
COV06,5240,4912,4538,3912,"https://maps.google.com/?q=-25.4535550617,-56.4462905948"
